",""Ano"",""UF"",""Município"",""Região"",""Código Programa"",""Programa Fomento"",""IES"",""Status Jurídico"",""Programa"",""Área Avaliação"",""Área Conhecimento"",""Grande Área"",""Codigo IES"",""Coordenador Geral IsF"",""Coordenador Pedagógico IsF"",""DOUTORADO PLENO"",""Iniciação Científica"",""JOVENS TALENTOS - A"",""JOVENS TALENTOS - B"",""MESTRADO"",""MESTRADO PROFISSIONAL"",""PESQUISADOR VISITANTE ESPECIAL"",""PROF VISITANTE NACIONAL SÊNIOR"",""PROFESSOR VISITANTE EXTERIOR PLENO"",""PROFESSOR VISITANTE EXTERIOR SENIOR"",""Professor IsF"",""PÓS-DOUTORADO"",""Total Linha"""
"9883,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010067P7"",""FAPESP"",""USP"",""Estadual"",""SAÚDE PÚBLICA"",""INDEFINIDA"",""SAÚDE COLETIVA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,6,0,0,0,1,0,0,0,0,0,0,1,8"
"9884,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010067P7"",""PNPD"",""USP"",""Estadual"",""SAÚDE PÚBLICA"",""INDEFINIDA"",""SAÚDE COLETIVA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"9885,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010067P7"",""PROEX"",""USP"",""Estadual"",""SAÚDE PÚBLICA"",""INDEFINIDA"",""SAÚDE COLETIVA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,45,0,0,0,15,0,0,0,0,0,0,0,60"
"9886,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010068P3"",""DS"",""USP"",""Estadual"",""DOENÇAS INFECCIOSAS E PARASITÁRIAS"",""INDEFINIDA"",""MEDICINA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,8,0,0,0,4,0,0,0,0,0,0,0,12"
"9887,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010068P3"",""FAPESP"",""USP"",""Estadual"",""DOENÇAS INFECCIOSAS E PARASITÁRIAS"",""INDEFINIDA"",""MEDICINA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1"
"9888,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010069P0"",""FAPESP"",""USP"",""Estadual"",""NEUROLOGIA"",""INDEFINIDA"",""MEDICINA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,2"
"9889,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010069P0"",""PROEX"",""USP"",""Estadual"",""NEUROLOGIA"",""INDEFINIDA"",""MEDICINA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,3,0,0,0,5,0,0,0,0,0,0,0,8"
"9890,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010070P8"",""DS"",""USP"",""Estadual"",""OTORRINOLARINGOLOGIA"",""INDEFINIDA"",""MEDICINA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,14,0,0,0,4,0,0,0,0,0,0,0,18"
"9891,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010070P8"",""PNPD"",""USP"",""Estadual"",""OTORRINOLARINGOLOGIA"",""INDEFINIDA"",""MEDICINA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"9892,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010072P0"",""DS"",""USP"",""Estadual"",""MEDICINA (PEDIATRIA)"",""INDEFINIDA"",""MEDICINA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,9,0,0,0,10,0,0,0,0,0,0,0,19"
"9893,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010072P0"",""FAPESP"",""USP"",""Estadual"",""MEDICINA (PEDIATRIA)"",""INDEFINIDA"",""MEDICINA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1"
"9894,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010072P0"",""PNPD"",""USP"",""Estadual"",""MEDICINA (PEDIATRIA)"",""INDEFINIDA"",""MEDICINA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"9895,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010073P7"",""FAPESP"",""USP"",""Estadual"",""PSIQUIATRIA"",""INDEFINIDA"",""MEDICINA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,0,0,0,0,3,0,0,0,0,0,0,1,4"
"9896,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010073P7"",""INCT"",""CEIP"",""Privada"",""PSIQUIATRIA"",""INDEFINIDA"",""MEDICINA"",""CIÊNCIAS DA SAÚDE"",""35037008"",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3"
"9897,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010073P7"",""INCT"",""USP"",""Estadual"",""PSIQUIATRIA"",""INDEFINIDA"",""MEDICINA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,1,0,0,0,1,0,0,0,0,0,0,1,3"
"9898,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010073P7"",""PNPD"",""USP"",""Estadual"",""PSIQUIATRIA"",""INDEFINIDA"",""MEDICINA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2"
"9899,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010073P7"",""PROEX"",""USP"",""Estadual"",""PSIQUIATRIA"",""INDEFINIDA"",""MEDICINA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,16,0,0,0,15,0,0,0,0,0,0,0,31"
"9900,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010077P2"",""DS"",""USP"",""Estadual"",""CIÊNCIAS ODONTOLÓGICAS"",""INDEFINIDA"",""ODONTOLOGIA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,58,0,0,0,38,0,0,0,0,0,0,0,96"
"9901,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010077P2"",""FAPESP"",""USP"",""Estadual"",""CIÊNCIAS ODONTOLÓGICAS"",""INDEFINIDA"",""ODONTOLOGIA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,0,0,0,0,3,0,0,0,0,0,0,0,3"
"9902,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010077P2"",""PNPD"",""USP"",""Estadual"",""CIÊNCIAS ODONTOLÓGICAS"",""INDEFINIDA"",""ODONTOLOGIA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2"
"9903,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010077P2"",""PRÓ-FORENSES"",""USP"",""Estadual"",""CIÊNCIAS ODONTOLÓGICAS"",""INDEFINIDA"",""ODONTOLOGIA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"9904,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010078P9"",""DS"",""USP"",""Estadual"",""TECNOLOGIA BIOQUÍMICO-FARMACÊUTICA"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,14,0,0,0,15,0,0,0,0,0,0,0,29"
"9905,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010078P9"",""FAPESP"",""USP"",""Estadual"",""TECNOLOGIA BIOQUÍMICO-FARMACÊUTICA"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,2"
"9906,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010078P9"",""PNPD"",""USP"",""Estadual"",""TECNOLOGIA BIOQUÍMICO-FARMACÊUTICA"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2"
"9907,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010079P5"",""FAPESP"",""USP"",""Estadual"",""Farmácia (Fisiopatologia e Toxicologia)"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,2,0,0,0,1,0,0,0,0,0,0,1,4"
"9908,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010079P5"",""PNPD"",""USP"",""Estadual"",""Farmácia (Fisiopatologia e Toxicologia)"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,5,5"
"9909,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010079P5"",""PROCAD"",""USP"",""Estadual"",""Farmácia (Fisiopatologia e Toxicologia)"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1"
"9910,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010079P5"",""PROEX"",""USP"",""Estadual"",""Farmácia (Fisiopatologia e Toxicologia)"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,24,0,0,0,10,0,0,0,0,0,0,0,34"
"9911,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010080P3"",""DS"",""USP"",""Estadual"",""TOXICOLOGIA E ANÁLISES TOXICOLÓGICAS"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,2,0,0,0,0,0,0,0,0,0,0,0,2"
"9912,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010080P3"",""FAPESP"",""USP"",""Estadual"",""TOXICOLOGIA E ANÁLISES TOXICOLÓGICAS"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,1,0,0,0,0,0,0,0,0,0,0,1,2"
"9913,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010080P3"",""PNPD"",""USP"",""Estadual"",""TOXICOLOGIA E ANÁLISES TOXICOLÓGICAS"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2"
"9914,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010080P3"",""PRÓ-FORENSES"",""USP"",""Estadual"",""TOXICOLOGIA E ANÁLISES TOXICOLÓGICAS"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,2,0,0,0,0,0,0,0,0,0,0,0,2"
"9915,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010081P0"",""DS"",""USP"",""Estadual"",""FÁRMACOS E MEDICAMENTOS"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,16,0,0,0,11,0,0,0,0,0,0,0,27"
"9916,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010081P0"",""FAPESP"",""USP"",""Estadual"",""FÁRMACOS E MEDICAMENTOS"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,2,0,0,0,0,0,0,0,0,0,0,1,3"
"9917,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010081P0"",""PNPD"",""USP"",""Estadual"",""FÁRMACOS E MEDICAMENTOS"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"9918,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010083P2"",""DS"",""USP"",""Estadual"",""ENFERMAGEM"",""INDEFINIDA"",""ENFERMAGEM"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,17,0,0,0,8,0,0,0,0,0,0,0,25"
"9919,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010083P2"",""FAPESP"",""USP"",""Estadual"",""ENFERMAGEM"",""INDEFINIDA"",""ENFERMAGEM"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"9920,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010083P2"",""PNPD"",""USP"",""Estadual"",""ENFERMAGEM"",""INDEFINIDA"",""ENFERMAGEM"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"9921,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010084P9"",""FAPESP"",""USP"",""Estadual"",""EDUCAÇÃO FÍSICA E ESPORTE"",""INDEFINIDA"",""EDUCAÇÃO FÍSICA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,4,0,0,0,5,0,0,0,0,0,0,1,10"
"9922,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010084P9"",""PGPTA"",""USP"",""Estadual"",""EDUCAÇÃO FÍSICA E ESPORTE"",""INDEFINIDA"",""EDUCAÇÃO FÍSICA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"9923,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010084P9"",""PNPD"",""USP"",""Estadual"",""EDUCAÇÃO FÍSICA E ESPORTE"",""INDEFINIDA"",""EDUCAÇÃO FÍSICA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2"
"9924,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010084P9"",""PROEX"",""USP"",""Estadual"",""EDUCAÇÃO FÍSICA E ESPORTE"",""INDEFINIDA"",""EDUCAÇÃO FÍSICA"",""CIÊNCIAS DA SAÚDE"",""33002010"",0,0,26,0,0,0,12,0,0,0,0,0,0,0,38"
"9925,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010085P5"",""PNPD"",""USP"",""Estadual"",""ADMINISTRAÇÃO"",""INDEFINIDA"",""ADMINISTRAÇÃO"",""CIÊNCIAS SOCIAIS APLICADAS"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2"
"9926,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010085P5"",""PROEX"",""USP"",""Estadual"",""ADMINISTRAÇÃO"",""INDEFINIDA"",""ADMINISTRAÇÃO"",""CIÊNCIAS SOCIAIS APLICADAS"",""33002010"",0,0,30,0,0,0,10,0,0,0,0,0,0,0,40"
"9927,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010086P1"",""PROEX"",""USP"",""Estadual"",""CONTROLADORIA E CONTABILIDADE"",""INDEFINIDA"",""ADMINISTRAÇÃO"",""CIÊNCIAS SOCIAIS APLICADAS"",""33002010"",0,0,23,0,0,0,14,0,0,0,0,0,0,0,37"
"9928,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010096P7"",""DS"",""USP"",""Estadual"",""CIÊNCIAS DA COMUNICAÇÃO"",""INDEFINIDA"",""COMUNICAÇÃO"",""CIÊNCIAS SOCIAIS APLICADAS"",""33002010"",0,0,28,0,0,0,14,0,0,0,0,0,0,0,42"
"9929,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010096P7"",""PNPD"",""USP"",""Estadual"",""CIÊNCIAS DA COMUNICAÇÃO"",""INDEFINIDA"",""COMUNICAÇÃO"",""CIÊNCIAS SOCIAIS APLICADAS"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"9930,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010096P7"",""PROCAD"",""USP"",""Estadual"",""CIÊNCIAS DA COMUNICAÇÃO"",""INDEFINIDA"",""COMUNICAÇÃO"",""CIÊNCIAS SOCIAIS APLICADAS"",""33002010"",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1"
"9931,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010097P3"",""DS"",""USP"",""Estadual"",""ARQUITETURA E URBANISMO"",""INDEFINIDA"",""ARQUITETURA E URBANISMO"",""CIÊNCIAS SOCIAIS APLICADAS"",""33002010"",0,0,27,0,0,0,26,0,0,0,0,0,0,0,53"
"9932,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010097P3"",""FAPESP"",""USP"",""Estadual"",""ARQUITETURA E URBANISMO"",""INDEFINIDA"",""ARQUITETURA E URBANISMO"",""CIÊNCIAS SOCIAIS APLICADAS"",""33002010"",0,0,5,0,0,0,9,0,0,0,0,0,0,1,15"
"9933,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010097P3"",""PNPD"",""USP"",""Estadual"",""ARQUITETURA E URBANISMO"",""INDEFINIDA"",""ARQUITETURA E URBANISMO"",""CIÊNCIAS SOCIAIS APLICADAS"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,4,4"
"9934,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010097P3"",""USP-CAPES"",""USP"",""Estadual"",""ARQUITETURA E URBANISMO"",""INDEFINIDA"",""ARQUITETURA E URBANISMO"",""CIÊNCIAS SOCIAIS APLICADAS"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1"
"9935,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010098P0"",""DS"",""USP"",""Estadual"",""NUTRIÇÃO E PRODUÇÃO ANIMAL"",""INDEFINIDA"",""ZOOTECNIA"",""CIÊNCIAS AGRÁRIAS"",""33002010"",0,0,10,0,0,0,15,0,0,0,0,0,0,0,25"
"9936,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010098P0"",""FAPESP"",""USP"",""Estadual"",""NUTRIÇÃO E PRODUÇÃO ANIMAL"",""INDEFINIDA"",""ZOOTECNIA"",""CIÊNCIAS AGRÁRIAS"",""33002010"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,4"
"9937,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010098P0"",""PNPD"",""USP"",""Estadual"",""NUTRIÇÃO E PRODUÇÃO ANIMAL"",""INDEFINIDA"",""ZOOTECNIA"",""CIÊNCIAS AGRÁRIAS"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"9938,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010099P6"",""FAPESP"",""USP"",""Estadual"",""ANATOMIA DOS ANIMAIS DOMÉSTICOS E  SILVESTRES"",""INDEFINIDA"",""MEDICINA VETERINÁRIA"",""CIÊNCIAS AGRÁRIAS"",""33002010"",0,0,1,0,0,0,1,0,0,0,0,0,0,1,3"
"9939,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010099P6"",""PNPD"",""USP"",""Estadual"",""ANATOMIA DOS ANIMAIS DOMÉSTICOS E  SILVESTRES"",""INDEFINIDA"",""MEDICINA VETERINÁRIA"",""CIÊNCIAS AGRÁRIAS"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2"
"9940,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010099P6"",""PROEX"",""USP"",""Estadual"",""ANATOMIA DOS ANIMAIS DOMÉSTICOS E  SILVESTRES"",""INDEFINIDA"",""MEDICINA VETERINÁRIA"",""CIÊNCIAS AGRÁRIAS"",""33002010"",0,0,21,0,0,0,21,0,0,0,0,0,0,0,42"
"9941,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010101P0"",""FAPESP"",""USP"",""Estadual"",""CIÊNCIAS DOS ALIMENTOS"",""INDEFINIDA"",""CIÊNCIA E TECNOLOGIA DE ALIMENTOS"",""CIÊNCIAS AGRÁRIAS"",""33002010"",0,0,1,0,0,0,2,0,0,0,0,0,0,1,4"
"9942,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010101P0"",""PNPD"",""USP"",""Estadual"",""CIÊNCIAS DOS ALIMENTOS"",""INDEFINIDA"",""CIÊNCIA E TECNOLOGIA DE ALIMENTOS"",""CIÊNCIAS AGRÁRIAS"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,4,4"
"9943,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010101P0"",""PROEX"",""USP"",""Estadual"",""CIÊNCIAS DOS ALIMENTOS"",""INDEFINIDA"",""CIÊNCIA E TECNOLOGIA DE ALIMENTOS"",""CIÊNCIAS AGRÁRIAS"",""33002010"",0,0,18,0,0,0,10,0,0,0,0,0,0,0,28"
"9944,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010103P3"",""FAPESP"",""USP"",""Estadual"",""LINGÜÍSTICA"",""INDEFINIDA"",""LINGÜÍSTICA"",""LINGÜÍSTICA, LETRAS E ARTES"",""33002010"",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2"
"9945,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010103P3"",""PNPD"",""USP"",""Estadual"",""LINGÜÍSTICA"",""INDEFINIDA"",""LINGÜÍSTICA"",""LINGÜÍSTICA, LETRAS E ARTES"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2"
"9946,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010103P3"",""PROEX"",""USP"",""Estadual"",""LINGÜÍSTICA"",""INDEFINIDA"",""LINGÜÍSTICA"",""LINGÜÍSTICA, LETRAS E ARTES"",""33002010"",0,0,17,0,0,0,12,0,0,0,0,0,0,0,29"
"9947,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010104P0"",""DS"",""USP"",""Estadual"",""LETRAS (LÍNGUA,  LITERATURA E CULTURA ITALIANAS)"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""33002010"",0,0,9,0,0,0,9,0,0,0,0,0,0,0,18"
"9948,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010104P0"",""FAPESP"",""USP"",""Estadual"",""LETRAS (LÍNGUA,  LITERATURA E CULTURA ITALIANAS)"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"9949,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010104P0"",""PNPD"",""USP"",""Estadual"",""LETRAS (LÍNGUA,  LITERATURA E CULTURA ITALIANAS)"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"9950,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010105P6"",""DS"",""USP"",""Estadual"",""LETRAS (LÍNGUA E LITERATURA ALEMÃ)"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""33002010"",0,0,6,0,0,0,10,0,0,0,0,0,0,0,16"
"9951,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010105P6"",""FAPESP"",""USP"",""Estadual"",""LETRAS (LÍNGUA E LITERATURA ALEMÃ)"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""33002010"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1"
"9952,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010105P6"",""PNPD"",""USP"",""Estadual"",""LETRAS (LÍNGUA E LITERATURA ALEMÃ)"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"9953,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010106P2"",""DS"",""USP"",""Estadual"",""LETRAS (LETRAS CLÁSSICAS)"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""33002010"",0,0,14,0,0,0,11,0,0,0,0,0,0,0,25"
"9954,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010106P2"",""FAPESP"",""USP"",""Estadual"",""LETRAS (LETRAS CLÁSSICAS)"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""33002010"",0,0,1,0,0,0,2,0,0,0,0,0,0,0,3"
"9955,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010106P2"",""PNPD"",""USP"",""Estadual"",""LETRAS (LETRAS CLÁSSICAS)"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"9956,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010107P9"",""DS"",""USP"",""Estadual"",""FILOLOGIA E LÍNGUA PORTUGUESA"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""33002010"",0,0,16,0,0,0,10,0,0,0,0,0,0,0,26"
"9957,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010107P9"",""FAPESP"",""USP"",""Estadual"",""FILOLOGIA E LÍNGUA PORTUGUESA"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""33002010"",0,0,0,0,0,0,5,0,0,0,0,0,0,0,5"
"9958,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010107P9"",""PNPD"",""USP"",""Estadual"",""FILOLOGIA E LÍNGUA PORTUGUESA"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"9959,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010107P9"",""PROCAD"",""USP"",""Estadual"",""FILOLOGIA E LÍNGUA PORTUGUESA"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""33002010"",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1"
"9960,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010108P5"",""DS"",""USP"",""Estadual"",""Letras Estrangeiras e Tradução"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""33002010"",0,0,11,0,0,0,10,0,0,0,0,0,0,0,21"
"9961,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010108P5"",""FAPESP"",""USP"",""Estadual"",""Letras Estrangeiras e Tradução"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""33002010"",0,0,0,0,0,0,1,0,0,0,0,0,0,1,2"
"9962,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010108P5"",""PNPD"",""USP"",""Estadual"",""Letras Estrangeiras e Tradução"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""33002010"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"9963,2018,""SP"",""SÃO PAULO"",""SUDESTE"",""33002010109P1"",""DS"",""USP"",""Estadual"",""ESTUDOS LINGUÍSTICOS  E LITERÁRIOS EM INGLÊS"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""33002010"",0,0,27,0,0,0,10,0,0,0,0,0,0,0,37"
